group,id,condition,context,instruction,probably,might,bare,type,correct,incorrect,content,question
a,e_x7,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,<span style='color: #BF40BF'>Party X</span>  will probably win,<span style='color: #BF40BF'>Party X</span>  might win,<span style='color: #BF40BF'>Party X</span>  will not win,experimental-trial,,,-------------------------------------------<br>SCENE<br>You see the company predicts: <br>  • 70% chance of <span style='color: #BF40BF'>Party X</span> winning<br>  • 30% chance of <span style='color: #FFA500'>Party Y</span> winning,-------------------------------------------<br>QUESTION<br><b>A</b>: Will <span style='color: #BF40BF'>Party X</span> win the election?<br>-------------------------------------------<br>
a,e_x5,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,<span style='color: #BF40BF'>Party X</span>  will probably win,<span style='color: #BF40BF'>Party X</span>  might win,<span style='color: #BF40BF'>Party X</span>  will not win,experimental-trial,,,-------------------------------------------<br>SCENE<br>You see the company predicts: <br>  • 50% chance of <span style='color: #BF40BF'>Party X</span> winning<br>  • 50% chance of <span style='color: #FFA500'>Party Y</span> winning,-------------------------------------------<br>QUESTION<br><b>A</b>: Will <span style='color: #BF40BF'>Party X</span> win the election?<br>-------------------------------------------<br>
a,e_x5,unk_election,Please select the predicted chance of <span style='color: #BF40BF'>Party X</span> winning you just saw.,,,,,attention-check,50%,30%,,-------------------------------------------<br>QUESTION<br><b>A</b>: Will <span style='color: #BF40BF'>Party X</span> win the election?<br>-------------------------------------------<br>
a,e_x2,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,<span style='color: #BF40BF'>Party X</span>  will probably win,<span style='color: #BF40BF'>Party X</span>  might win,<span style='color: #BF40BF'>Party X</span>  will not win,experimental-trial,,,-------------------------------------------<br>SCENE<br>You see the company predicts: <br>  • 20% chance of <span style='color: #BF40BF'>Party X</span> winning<br>  • 80% chance of <span style='color: #FFA500'>Party Y</span> winning,-------------------------------------------<br>QUESTION<br><b>A</b>: Will <span style='color: #BF40BF'>Party X</span> win the election?<br>-------------------------------------------<br>
a,e_x2,unk_election,Please select the predicted chance of <span style='color: #BF40BF'>Party X</span> winning you just saw.,,,,,attention-check,20%,40%,,-------------------------------------------<br>QUESTION<br><b>A</b>: Will <span style='color: #BF40BF'>Party X</span> win the election?<br>-------------------------------------------<br>
a,e_x8,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,<span style='color: #BF40BF'>Party X</span>  will probably win,<span style='color: #BF40BF'>Party X</span>  might win,<span style='color: #BF40BF'>Party X</span>  will not win,experimental-trial,,,-------------------------------------------<br>SCENE<br>You see the company predicts: <br>  • 80% chance of <span style='color: #BF40BF'>Party X</span> winning<br>  • 20% chance of <span style='color: #FFA500'>Party Y</span> winning,-------------------------------------------<br>QUESTION<br><b>A</b>: Will <span style='color: #BF40BF'>Party X</span> win the election?<br>-------------------------------------------<br>
a,e_x8,unk_election,Please select the predicted chance of <span style='color: #BF40BF'>Party X</span> winning you just saw.,,,,,attention-check,80%,60%,,-------------------------------------------<br>QUESTION<br><b>A</b>: Will <span style='color: #BF40BF'>Party X</span> win the election?<br>-------------------------------------------<br>
a,e_x1,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,<span style='color: #BF40BF'>Party X</span>  will probably win,<span style='color: #BF40BF'>Party X</span>  might win,<span style='color: #BF40BF'>Party X</span>  will not win,experimental-trial,,,-------------------------------------------<br>SCENE<br>You see the company predicts: <br>  • 10% chance of <span style='color: #BF40BF'>Party X</span> winning<br>  • 90% chance of <span style='color: #FFA500'>Party Y</span> winning,-------------------------------------------<br>QUESTION<br><b>A</b>: Will <span style='color: #BF40BF'>Party X</span> win the election?<br>-------------------------------------------<br>
a,e_x3,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,<span style='color: #BF40BF'>Party X</span>  will probably win,<span style='color: #BF40BF'>Party X</span>  might win,<span style='color: #BF40BF'>Party X</span>  will not win,experimental-trial,,,-------------------------------------------<br>SCENE<br>You see the company predicts: <br>  • 30% chance of <span style='color: #BF40BF'>Party X</span> winning<br>  • 70% chance of <span style='color: #FFA500'>Party Y</span> winning,-------------------------------------------<br>QUESTION<br><b>A</b>: Will <span style='color: #BF40BF'>Party X</span> win the election?<br>-------------------------------------------<br>
a,e_x6,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,<span style='color: #BF40BF'>Party X</span>  will probably win,<span style='color: #BF40BF'>Party X</span>  might win,<span style='color: #BF40BF'>Party X</span>  will not win,experimental-trial,,,-------------------------------------------<br>SCENE<br>You see the company predicts: <br>  • 60% chance of <span style='color: #BF40BF'>Party X</span> winning<br>  • 40% chance of <span style='color: #FFA500'>Party Y</span> winning,-------------------------------------------<br>QUESTION<br><b>A</b>: Will <span style='color: #BF40BF'>Party X</span> win the election?<br>-------------------------------------------<br>
a,e_x6,unk_election,Please select the predicted chance of <span style='color: #BF40BF'>Party X</span> winning you just saw.,,,,,attention-check,60%,40%,,-------------------------------------------<br>QUESTION<br><b>A</b>: Will <span style='color: #BF40BF'>Party X</span> win the election?<br>-------------------------------------------<br>
a,e_x4,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,<span style='color: #BF40BF'>Party X</span>  will probably win,<span style='color: #BF40BF'>Party X</span>  might win,<span style='color: #BF40BF'>Party X</span>  will not win,experimental-trial,,,-------------------------------------------<br>SCENE<br>You see the company predicts: <br>  • 40% chance of <span style='color: #BF40BF'>Party X</span> winning<br>  • 60% chance of <span style='color: #FFA500'>Party Y</span> winning,-------------------------------------------<br>QUESTION<br><b>A</b>: Will <span style='color: #BF40BF'>Party X</span> win the election?<br>-------------------------------------------<br>
a,e_x9,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,<span style='color: #BF40BF'>Party X</span>  will probably win,<span style='color: #BF40BF'>Party X</span>  might win,<span style='color: #BF40BF'>Party X</span>  will not win,experimental-trial,,,-------------------------------------------<br>SCENE<br>You see the company predicts: <br>  • 90% chance of <span style='color: #BF40BF'>Party X</span> winning<br>  • 10% chance of <span style='color: #FFA500'>Party Y</span> winning,-------------------------------------------<br>QUESTION<br><b>A</b>: Will <span style='color: #BF40BF'>Party X</span> win the election?<br>-------------------------------------------<br>
b,e_x6,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,<span style='color: #BF40BF'>Party X</span>  will probably win,<span style='color: #BF40BF'>Party X</span>  might win,<span style='color: #BF40BF'>Party X</span>  will not win,experimental-trial,,,-------------------------------------------<br>SCENE<br>You see the company predicts: <br>  • 60% chance of <span style='color: #BF40BF'>Party X</span> winning<br>  • 40% chance of <span style='color: #FFA500'>Party Y</span> winning,-------------------------------------------<br>QUESTION<br><b>A</b>: Will <span style='color: #BF40BF'>Party X</span> win the election?<br>-------------------------------------------<br>
b,e_x5,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,<span style='color: #BF40BF'>Party X</span>  will probably win,<span style='color: #BF40BF'>Party X</span>  might win,<span style='color: #BF40BF'>Party X</span>  will not win,experimental-trial,,,-------------------------------------------<br>SCENE<br>You see the company predicts: <br>  • 50% chance of <span style='color: #BF40BF'>Party X</span> winning<br>  • 50% chance of <span style='color: #FFA500'>Party Y</span> winning,-------------------------------------------<br>QUESTION<br><b>A</b>: Will <span style='color: #BF40BF'>Party X</span> win the election?<br>-------------------------------------------<br>
b,e_x7,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,<span style='color: #BF40BF'>Party X</span>  will probably win,<span style='color: #BF40BF'>Party X</span>  might win,<span style='color: #BF40BF'>Party X</span>  will not win,experimental-trial,,,-------------------------------------------<br>SCENE<br>You see the company predicts: <br>  • 70% chance of <span style='color: #BF40BF'>Party X</span> winning<br>  • 30% chance of <span style='color: #FFA500'>Party Y</span> winning,-------------------------------------------<br>QUESTION<br><b>A</b>: Will <span style='color: #BF40BF'>Party X</span> win the election?<br>-------------------------------------------<br>
b,e_x9,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,<span style='color: #BF40BF'>Party X</span>  will probably win,<span style='color: #BF40BF'>Party X</span>  might win,<span style='color: #BF40BF'>Party X</span>  will not win,experimental-trial,,,-------------------------------------------<br>SCENE<br>You see the company predicts: <br>  • 90% chance of <span style='color: #BF40BF'>Party X</span> winning<br>  • 10% chance of <span style='color: #FFA500'>Party Y</span> winning,-------------------------------------------<br>QUESTION<br><b>A</b>: Will <span style='color: #BF40BF'>Party X</span> win the election?<br>-------------------------------------------<br>
b,e_x9,unk_election,Please select the predicted chance of <span style='color: #BF40BF'>Party X</span> winning you just saw.,,,,,attention-check,90%,70%,,-------------------------------------------<br>QUESTION<br><b>A</b>: Will <span style='color: #BF40BF'>Party X</span> win the election?<br>-------------------------------------------<br>
b,e_x1,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,<span style='color: #BF40BF'>Party X</span>  will probably win,<span style='color: #BF40BF'>Party X</span>  might win,<span style='color: #BF40BF'>Party X</span>  will not win,experimental-trial,,,-------------------------------------------<br>SCENE<br>You see the company predicts: <br>  • 10% chance of <span style='color: #BF40BF'>Party X</span> winning<br>  • 90% chance of <span style='color: #FFA500'>Party Y</span> winning,-------------------------------------------<br>QUESTION<br><b>A</b>: Will <span style='color: #BF40BF'>Party X</span> win the election?<br>-------------------------------------------<br>
b,e_x3,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,<span style='color: #BF40BF'>Party X</span>  will probably win,<span style='color: #BF40BF'>Party X</span>  might win,<span style='color: #BF40BF'>Party X</span>  will not win,experimental-trial,,,-------------------------------------------<br>SCENE<br>You see the company predicts: <br>  • 30% chance of <span style='color: #BF40BF'>Party X</span> winning<br>  • 70% chance of <span style='color: #FFA500'>Party Y</span> winning,-------------------------------------------<br>QUESTION<br><b>A</b>: Will <span style='color: #BF40BF'>Party X</span> win the election?<br>-------------------------------------------<br>
b,e_x4,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,<span style='color: #BF40BF'>Party X</span>  will probably win,<span style='color: #BF40BF'>Party X</span>  might win,<span style='color: #BF40BF'>Party X</span>  will not win,experimental-trial,,,-------------------------------------------<br>SCENE<br>You see the company predicts: <br>  • 40% chance of <span style='color: #BF40BF'>Party X</span> winning<br>  • 60% chance of <span style='color: #FFA500'>Party Y</span> winning,-------------------------------------------<br>QUESTION<br><b>A</b>: Will <span style='color: #BF40BF'>Party X</span> win the election?<br>-------------------------------------------<br>
b,e_x8,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,<span style='color: #BF40BF'>Party X</span>  will probably win,<span style='color: #BF40BF'>Party X</span>  might win,<span style='color: #BF40BF'>Party X</span>  will not win,experimental-trial,,,-------------------------------------------<br>SCENE<br>You see the company predicts: <br>  • 80% chance of <span style='color: #BF40BF'>Party X</span> winning<br>  • 20% chance of <span style='color: #FFA500'>Party Y</span> winning,-------------------------------------------<br>QUESTION<br><b>A</b>: Will <span style='color: #BF40BF'>Party X</span> win the election?<br>-------------------------------------------<br>
b,e_x8,unk_election,Please select the predicted chance of <span style='color: #BF40BF'>Party X</span> winning you just saw.,,,,,attention-check,80%,60%,,-------------------------------------------<br>QUESTION<br><b>A</b>: Will <span style='color: #BF40BF'>Party X</span> win the election?<br>-------------------------------------------<br>
b,e_x2,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,<span style='color: #BF40BF'>Party X</span>  will probably win,<span style='color: #BF40BF'>Party X</span>  might win,<span style='color: #BF40BF'>Party X</span>  will not win,experimental-trial,,,-------------------------------------------<br>SCENE<br>You see the company predicts: <br>  • 20% chance of <span style='color: #BF40BF'>Party X</span> winning<br>  • 80% chance of <span style='color: #FFA500'>Party Y</span> winning,-------------------------------------------<br>QUESTION<br><b>A</b>: Will <span style='color: #BF40BF'>Party X</span> win the election?<br>-------------------------------------------<br>
b,e_x3,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,<span style='color: #BF40BF'>Party X</span>  will probably win,<span style='color: #BF40BF'>Party X</span>  might win,<span style='color: #BF40BF'>Party X</span>  will not win,experimental-trial,,,-------------------------------------------<br>SCENE<br>You see the company predicts: <br>  • 30% chance of <span style='color: #BF40BF'>Party X</span> winning<br>  • 70% chance of <span style='color: #FFA500'>Party Y</span> winning,-------------------------------------------<br>QUESTION<br><b>A</b>: Will <span style='color: #BF40BF'>Party X</span> win the election?<br>-------------------------------------------<br>
b,e_x5,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,<span style='color: #BF40BF'>Party X</span>  will probably win,<span style='color: #BF40BF'>Party X</span>  might win,<span style='color: #BF40BF'>Party X</span>  will not win,experimental-trial,,,-------------------------------------------<br>SCENE<br>You see the company predicts: <br>  • 50% chance of <span style='color: #BF40BF'>Party X</span> winning<br>  • 50% chance of <span style='color: #FFA500'>Party Y</span> winning,-------------------------------------------<br>QUESTION<br><b>A</b>: Will <span style='color: #BF40BF'>Party X</span> win the election?<br>-------------------------------------------<br>
b,e_x5,unk_election,Please select the predicted chance of <span style='color: #BF40BF'>Party X</span> winning you just saw.,,,,,attention-check,50%,30%,,-------------------------------------------<br>QUESTION<br><b>A</b>: Will <span style='color: #BF40BF'>Party X</span> win the election?<br>-------------------------------------------<br>
b,e_x8,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,<span style='color: #BF40BF'>Party X</span>  will probably win,<span style='color: #BF40BF'>Party X</span>  might win,<span style='color: #BF40BF'>Party X</span>  will not win,experimental-trial,,,-------------------------------------------<br>SCENE<br>You see the company predicts: <br>  • 80% chance of <span style='color: #BF40BF'>Party X</span> winning<br>  • 20% chance of <span style='color: #FFA500'>Party Y</span> winning,-------------------------------------------<br>QUESTION<br><b>A</b>: Will <span style='color: #BF40BF'>Party X</span> win the election?<br>-------------------------------------------<br>
b,e_x8,unk_election,Please select the predicted chance of <span style='color: #BF40BF'>Party X</span> winning you just saw.,,,,,attention-check,80%,60%,,-------------------------------------------<br>QUESTION<br><b>A</b>: Will <span style='color: #BF40BF'>Party X</span> win the election?<br>-------------------------------------------<br>
b,e_x2,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,<span style='color: #BF40BF'>Party X</span>  will probably win,<span style='color: #BF40BF'>Party X</span>  might win,<span style='color: #BF40BF'>Party X</span>  will not win,experimental-trial,,,-------------------------------------------<br>SCENE<br>You see the company predicts: <br>  • 20% chance of <span style='color: #BF40BF'>Party X</span> winning<br>  • 80% chance of <span style='color: #FFA500'>Party Y</span> winning,-------------------------------------------<br>QUESTION<br><b>A</b>: Will <span style='color: #BF40BF'>Party X</span> win the election?<br>-------------------------------------------<br>
b,e_x2,unk_election,Please select the predicted chance of <span style='color: #BF40BF'>Party X</span> winning you just saw.,,,,,attention-check,20%,40%,,-------------------------------------------<br>QUESTION<br><b>A</b>: Will <span style='color: #BF40BF'>Party X</span> win the election?<br>-------------------------------------------<br>
b,e_x9,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,<span style='color: #BF40BF'>Party X</span>  will probably win,<span style='color: #BF40BF'>Party X</span>  might win,<span style='color: #BF40BF'>Party X</span>  will not win,experimental-trial,,,-------------------------------------------<br>SCENE<br>You see the company predicts: <br>  • 90% chance of <span style='color: #BF40BF'>Party X</span> winning<br>  • 10% chance of <span style='color: #FFA500'>Party Y</span> winning,-------------------------------------------<br>QUESTION<br><b>A</b>: Will <span style='color: #BF40BF'>Party X</span> win the election?<br>-------------------------------------------<br>
b,e_x7,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,<span style='color: #BF40BF'>Party X</span>  will probably win,<span style='color: #BF40BF'>Party X</span>  might win,<span style='color: #BF40BF'>Party X</span>  will not win,experimental-trial,,,-------------------------------------------<br>SCENE<br>You see the company predicts: <br>  • 70% chance of <span style='color: #BF40BF'>Party X</span> winning<br>  • 30% chance of <span style='color: #FFA500'>Party Y</span> winning,-------------------------------------------<br>QUESTION<br><b>A</b>: Will <span style='color: #BF40BF'>Party X</span> win the election?<br>-------------------------------------------<br>
b,e_x4,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,<span style='color: #BF40BF'>Party X</span>  will probably win,<span style='color: #BF40BF'>Party X</span>  might win,<span style='color: #BF40BF'>Party X</span>  will not win,experimental-trial,,,-------------------------------------------<br>SCENE<br>You see the company predicts: <br>  • 40% chance of <span style='color: #BF40BF'>Party X</span> winning<br>  • 60% chance of <span style='color: #FFA500'>Party Y</span> winning,-------------------------------------------<br>QUESTION<br><b>A</b>: Will <span style='color: #BF40BF'>Party X</span> win the election?<br>-------------------------------------------<br>
b,e_x4,unk_election,Please select the predicted chance of <span style='color: #BF40BF'>Party X</span> winning you just saw.,,,,,attention-check,40%,20%,,-------------------------------------------<br>QUESTION<br><b>A</b>: Will <span style='color: #BF40BF'>Party X</span> win the election?<br>-------------------------------------------<br>
b,e_x6,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,<span style='color: #BF40BF'>Party X</span>  will probably win,<span style='color: #BF40BF'>Party X</span>  might win,<span style='color: #BF40BF'>Party X</span>  will not win,experimental-trial,,,-------------------------------------------<br>SCENE<br>You see the company predicts: <br>  • 60% chance of <span style='color: #BF40BF'>Party X</span> winning<br>  • 40% chance of <span style='color: #FFA500'>Party Y</span> winning,-------------------------------------------<br>QUESTION<br><b>A</b>: Will <span style='color: #BF40BF'>Party X</span> win the election?<br>-------------------------------------------<br>
b,e_x1,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,<span style='color: #BF40BF'>Party X</span>  will probably win,<span style='color: #BF40BF'>Party X</span>  might win,<span style='color: #BF40BF'>Party X</span>  will not win,experimental-trial,,,-------------------------------------------<br>SCENE<br>You see the company predicts: <br>  • 10% chance of <span style='color: #BF40BF'>Party X</span> winning<br>  • 90% chance of <span style='color: #FFA500'>Party Y</span> winning,-------------------------------------------<br>QUESTION<br><b>A</b>: Will <span style='color: #BF40BF'>Party X</span> win the election?<br>-------------------------------------------<br>
c,e_y8,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,<span style='color: #FFA500'>Party Y</span>  will probably win,<span style='color: #FFA500'>Party Y</span>  might win,<span style='color: #FFA500'>Party Y</span>  will not win,experimental-trial,,,-------------------------------------------<br>SCENE<br>You see the company predicts: <br>  • 20% chance of <span style='color: #BF40BF'>Party X</span> winning<br>  • 80% chance of <span style='color: #FFA500'>Party Y</span> winning,-------------------------------------------<br>QUESTION<br><b>A</b>: Will <span style='color: #FFA500'>Party Y</span> win the election?<br>-------------------------------------------<br>
c,e_y4,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,<span style='color: #FFA500'>Party Y</span>  will probably win,<span style='color: #FFA500'>Party Y</span>  might win,<span style='color: #FFA500'>Party Y</span>  will not win,experimental-trial,,,-------------------------------------------<br>SCENE<br>You see the company predicts: <br>  • 60% chance of <span style='color: #BF40BF'>Party X</span> winning<br>  • 40% chance of <span style='color: #FFA500'>Party Y</span> winning,-------------------------------------------<br>QUESTION<br><b>A</b>: Will <span style='color: #FFA500'>Party Y</span> win the election?<br>-------------------------------------------<br>
c,e_y2,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,<span style='color: #FFA500'>Party Y</span>  will probably win,<span style='color: #FFA500'>Party Y</span>  might win,<span style='color: #FFA500'>Party Y</span>  will not win,experimental-trial,,,-------------------------------------------<br>SCENE<br>You see the company predicts: <br>  • 80% chance of <span style='color: #BF40BF'>Party X</span> winning<br>  • 20% chance of <span style='color: #FFA500'>Party Y</span> winning,-------------------------------------------<br>QUESTION<br><b>A</b>: Will <span style='color: #FFA500'>Party Y</span> win the election?<br>-------------------------------------------<br>
c,e_y3,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,<span style='color: #FFA500'>Party Y</span>  will probably win,<span style='color: #FFA500'>Party Y</span>  might win,<span style='color: #FFA500'>Party Y</span>  will not win,experimental-trial,,,-------------------------------------------<br>SCENE<br>You see the company predicts: <br>  • 70% chance of <span style='color: #BF40BF'>Party X</span> winning<br>  • 30% chance of <span style='color: #FFA500'>Party Y</span> winning,-------------------------------------------<br>QUESTION<br><b>A</b>: Will <span style='color: #FFA500'>Party Y</span> win the election?<br>-------------------------------------------<br>
c,e_y3,unk_election,Please select the predicted chance of <span style='color: #FFA500'>Party Y</span> winning you just saw.,,,,,attention-check,30%,10%,,-------------------------------------------<br>QUESTION<br><b>A</b>: Will <span style='color: #FFA500'>Party Y</span> win the election?<br>-------------------------------------------<br>
